"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","K","Alkalinity","Fe","waterT","lake_catch_ratio","mix_event","secchi_m","Zmax_m","Altitude","wetland","bare_rock"
"Achnanthidium.affine.Fe+Zmax_m","Fe+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",227.733389918142,236.933305005167,0.52105,NA,13,5,0,0,0.177,0.161,0,0,0,0,1,0,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",229.315542540367,238.464645107049,0.54364,NA,17,7,1.582,1.531,0.08,0.075,0,0,0,0,1,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Fe+wetland+Zmax_m","Fe+wetland+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",229.515919619635,238.665022186317,0.57091,NA,17,8,1.783,1.732,0.072,0.068,0,0,0,0,1,0,0,0,0,1,0,1,0
"Achnanthidium.affine.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.41998885001,238.742145028807,0.31335,NA,9,2,2.687,1.809,0.046,0.065,0,0,0,0,1,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Fe+secchi_m+Zmax_m","Fe+secchi_m+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.85350231061,240.002604877291,0.54517,NA,17,8,3.12,3.069,0.037,0.035,0,0,0,0,1,0,0,0,1,1,0,0,0
"Achnanthidium.affine.Fe+wetland","Fe+wetland","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.936855212288,240.136770299313,0.44395,NA,13,3,3.203,3.203,0.036,0.033,0,0,0,0,1,0,0,0,0,0,0,1,0
"Achnanthidium.affine.Fe+K+Zmax_m","Fe+K+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.128190659839,240.27729322652,0.51374,NA,17.02,5,3.395,3.344,0.032,0.03,0,0,1,0,1,0,0,0,0,1,0,0,0
"Achnanthidium.affine.K+Zmax_m","K+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.229028717178,240.428943804204,0.36482,NA,13,3,3.496,3.496,0.031,0.028,0,0,1,0,0,0,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+Mg+Zmax_m","Fe+Mg+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.32677679669,240.475879363372,0.53475,NA,17,7,3.593,3.543,0.029,0.027,0,1,0,0,1,0,0,0,0,1,0,0,0
"Achnanthidium.affine.Zmax_m","Zmax_m","s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.357043010109,239.679199188907,0.42243,NA,9,3,3.624,2.746,0.029,0.041,0,0,0,0,0,0,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.494880115883,240.694795202909,0.32526,NA,13,2,3.761,3.761,0.027,0.025,0,0,0,0,1,0,0,1,0,0,0,0,0
"Achnanthidium.affine.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.740665023912,240.940580110937,0.45394,NA,13,4,4.007,4.007,0.024,0.022,0,0,0,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.75796642093,240.907068987612,0.33439,NA,17,6,4.025,3.974,0.024,0.022,1,0,0,0,1,0,0,0,0,0,0,1,0
"Achnanthidium.affine.Fe+waterT+Zmax_m","Fe+waterT+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.95980955122,241.108912117902,0.52363,NA,17,7,4.226,4.176,0.021,0.02,0,0,0,0,1,1,0,0,0,1,0,0,0
"Achnanthidium.affine.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.972949368075,241.172864455101,0.38186,NA,13,3,4.24,4.24,0.021,0.019,1,0,0,0,1,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Ca+wetland","Ca+wetland","s(Ca, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.005722766338,241.205637853363,0.24629,NA,13,4,4.272,4.272,0.021,0.019,1,0,0,0,0,0,0,0,0,0,0,1,0
"Achnanthidium.affine.wetland+Zmax_m","wetland+Zmax_m","s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.087576424033,241.287491511058,0.49611,NA,13,6,4.354,4.354,0.02,0.018,0,0,0,0,0,0,0,0,0,1,0,1,0
"Achnanthidium.affine.bare_rock+Zmax_m","bare_rock+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.402558072573,241.602473159598,0.449,NA,13,5,4.669,4.669,0.017,0.016,0,0,0,0,0,0,0,0,0,1,0,0,1
"Achnanthidium.affine.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.455907495794,241.655822582819,0.26548,NA,13,4,4.723,4.723,0.017,0.015,0,0,0,0,1,0,0,0,1,0,0,0,0
"Achnanthidium.affine.K+mix_event+Zmax_m","K+mix_event+Zmax_m","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.72816508182,241.877267648501,0.41292,NA,17,5,4.995,4.944,0.015,0.014,0,0,1,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.731223851647,241.931138938672,0.33376,NA,13,4,4.998,4.998,0.015,0.013,0,1,0,0,1,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.054157629322,242.254072716347,0.42054,NA,13,4,5.321,5.321,0.012,0.011,0,0,0,0,0,0,0,0,0,1,1,0,0
"Achnanthidium.affine.Fe+K","Fe+K","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.185420069858,242.385335156884,0.31194,NA,13,4,5.452,5.452,0.012,0.011,0,0,1,0,1,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Alkalinity+Zmax_m","Alkalinity+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.266265804961,242.466180891986,0.42644,NA,13,3,5.533,5.533,0.011,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.727296725528,242.927211812553,0.31343,NA,13,4,5.994,5.994,0.009,0.008,0,0,0,0,1,1,0,0,0,0,0,0,0
"Achnanthidium.affine.secchi_m+Zmax_m","secchi_m+Zmax_m","s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.799760688833,242.999675775859,0.43545,NA,13,6,6.066,6.066,0.009,0.008,0,0,0,0,0,0,0,0,1,1,0,0,0
"Achnanthidium.affine.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.941344313113,243.090446879795,0.46844,NA,17,5,6.208,6.157,0.008,0.007,0,1,0,0,1,0,0,0,0,0,0,1,0
"Achnanthidium.affine.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.016910954698,242.339067133496,0.19982,NA,9,2,6.284,5.406,0.008,0.011,0,0,0,1,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.wetland","wetland","s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.057745410616,242.379901589414,0.37379,NA,9,1,6.324,5.447,0.007,0.011,0,0,0,0,0,0,0,0,0,0,0,1,0
"Achnanthidium.affine.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.290337091627,242.612493270425,0.33356,NA,9,0,6.557,5.679,0.007,0.009,1,0,0,0,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.413026843064,242.735183021862,0.27497,NA,9,2,6.68,5.802,0.006,0.009,0,0,0,0,0,0,1,0,0,0,0,0,0
"Achnanthidium.affine.null","null","s(Latitude, Longitude, k = 5)",234.551062750578,241.230754138795,0.20694,NA,5,0,6.818,4.297,0.006,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.waterT+Zmax_m","waterT+Zmax_m","s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.590096414691,243.790011501716,0.42235,NA,13,5,6.857,6.857,0.006,0.005,0,0,0,0,0,1,0,0,0,1,0,0,0
"Achnanthidium.affine.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.658285916776,243.807388483458,0.33814,NA,17,6,6.925,6.874,0.006,0.005,1,0,0,0,1,0,0,0,1,0,0,0,0
"Achnanthidium.affine.K+secchi_m+Zmax_m","K+secchi_m+Zmax_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.674125373458,243.82322794014,0.37648,NA,17,5,6.941,6.89,0.005,0.005,0,0,1,0,0,0,0,0,1,1,0,0,0
"Achnanthidium.affine.Mg+Zmax_m","Mg+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.759450863366,243.959365950391,0.42297,NA,13,5,7.026,7.026,0.005,0.005,0,1,0,0,0,0,0,0,0,1,0,0,0
"Achnanthidium.affine.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.843891266333,243.166047445131,0.22282,NA,9,0,7.111,6.233,0.005,0.007,0,0,0,0,0,0,0,1,0,0,0,0,0
"Achnanthidium.affine.Fe+K+mix_event","Fe+K+mix_event","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.862982858284,244.012085424966,0.30898,NA,17,4,7.13,7.079,0.005,0.005,0,0,1,0,1,0,0,1,0,0,0,0,0
"Achnanthidium.affine.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.9142858828,243.236442061597,0.22536,NA,9,3,7.181,6.303,0.005,0.007,0,0,0,0,0,0,0,0,0,0,1,0,0
"Achnanthidium.affine.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.929463942142,244.078566508824,0.34443,NA,17,4,7.196,7.145,0.005,0.005,0,1,0,0,1,0,0,1,0,0,0,0,0
"Achnanthidium.affine.K","K","s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.934192502059,243.256348680857,0.13611,NA,9,0,7.201,6.323,0.005,0.007,0,0,1,0,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.K+Mg+Zmax_m","K+Mg+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.412167869328,244.56127043601,0.3585,NA,17,5,7.679,7.628,0.004,0.004,0,1,1,0,0,0,0,0,0,1,0,0,0
"Achnanthidium.affine.K+waterT+Zmax_m","K+waterT+Zmax_m","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.432257173558,244.58135974024,0.36163,NA,17,5,7.699,7.648,0.004,0.004,0,0,1,0,0,1,0,0,0,1,0,0,0
"Achnanthidium.affine.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.526579360592,243.848735539389,0.10664,NA,9,2,7.793,6.915,0.004,0.005,0,0,0,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.affine.K+mix_event","K+mix_event","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.555932853451,244.755847940476,0.15647,NA,13,0,7.823,7.823,0.004,0.003,0,0,1,0,0,0,0,1,0,0,0,0,0
"Achnanthidium.affine.bare_rock","bare_rock","s(bare_rock, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.677495338455,243.999651517252,0.14525,NA,9,3,7.944,7.066,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,1
"Achnanthidium.affine.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.758678975269,244.958594062294,0.23026,NA,13,4,8.025,8.025,0.003,0.003,1,0,0,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.affine.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.878842126655,245.027944693337,0.33535,NA,17,6,8.145,8.095,0.003,0.003,0,1,0,0,1,0,0,0,1,0,0,0,0
"Achnanthidium.affine.bare_rock+Ca","bare_rock+Ca","s(bare_rock, k = 5, bs = ""cr"") + s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.960767600547,245.160682687572,0.25219,NA,13,3,8.227,8.227,0.003,0.003,1,0,0,0,0,0,0,0,0,0,0,0,1
"Achnanthidium.affine.Mg+mix_event+Zmax_m","Mg+mix_event+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",235.995682062274,245.144784628956,0.45412,NA,17,7,8.262,8.211,0.003,0.003,0,1,0,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Fe+K+secchi_m","Fe+K+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.034083908202,245.183186474884,0.25379,NA,17,6,8.301,8.25,0.003,0.003,0,0,1,0,1,0,0,0,1,0,0,0,0
"Achnanthidium.affine.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.125652125998,245.325567213024,0.22033,NA,13,4,8.392,8.392,0.003,0.002,0,0,0,1,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Fe+K+Mg","Fe+K+Mg","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.133489909682,245.282592476364,0.35,NA,17,6,8.4,8.349,0.003,0.002,0,1,1,0,1,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.181799125749,245.330901692431,0.38325,NA,17,5,8.448,8.398,0.003,0.002,1,0,0,0,1,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.294278618923,245.443381185605,0.49765,NA,17,8,8.561,8.51,0.002,0.002,0,1,0,0,0,0,0,0,0,1,0,1,0
"Achnanthidium.affine.bare_rock+Mg+Zmax_m","bare_rock+Mg+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.673645444252,245.822748010934,0.45184,NA,17,7,8.94,8.889,0.002,0.002,0,1,0,0,0,0,0,0,0,1,0,0,1
"Achnanthidium.affine.K+secchi_m","K+secchi_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.687784701788,245.887699788813,0.07667,NA,13,2,8.954,8.954,0.002,0.002,0,0,1,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.affine.Alkalinity+waterT+Zmax_m","Alkalinity+waterT+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.835254692986,245.984357259668,0.41612,NA,17,5,9.102,9.051,0.002,0.002,0,0,0,1,0,1,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.941828827437,246.090931394119,0.33164,NA,17,6,9.208,9.158,0.002,0.002,0,1,0,0,1,1,0,0,0,0,0,0,0
"Achnanthidium.affine.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.965767599979,245.287923778776,0.21005,NA,9,2,9.232,8.355,0.002,0.002,0,0,0,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.036304729397,245.358460908194,0.20864,NA,9,2,9.303,8.425,0.002,0.002,0,1,0,0,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.219645312826,246.419560399852,0.37917,NA,13,3,9.486,9.486,0.002,0.001,0,1,0,0,0,0,0,0,0,0,0,1,0
"Achnanthidium.affine.Fe+K+waterT","Fe+K+waterT","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.365589353317,246.514691919999,0.3113,NA,17,6,9.632,9.581,0.001,0.001,0,0,1,0,1,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.365632627708,246.51473519439,0.4211,NA,17,6,9.632,9.581,0.001,0.001,0,1,0,0,0,0,0,0,0,1,1,0,0
"Achnanthidium.affine.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.457837216812,246.657752303838,0.33591,NA,13,2,9.724,9.724,0.001,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.634703174246,246.834618261271,0.27838,NA,13,4,9.901,9.901,0.001,0.001,0,1,0,0,0,0,1,0,0,0,0,0,0
"Achnanthidium.affine.K+Mg","K+Mg","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.89392378165,247.093838868675,0.13685,NA,13,3,10.161,10.161,0.001,0.001,0,1,1,0,0,0,0,0,0,0,0,0,0
"Achnanthidium.affine.K+waterT","K+waterT","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.966775276158,247.166690363183,0.14244,NA,13,2,10.233,10.233,0.001,0.001,0,0,1,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Mg+secchi_m+Zmax_m","Mg+secchi_m+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.100915697942,247.250018264623,0.43609,NA,17,8,10.368,10.317,0.001,0.001,0,1,0,0,0,0,0,0,1,1,0,0,0
"Achnanthidium.affine.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.118508254887,247.318423341913,0.22337,NA,13,2,10.385,10.385,0.001,0.001,0,1,0,0,0,0,0,1,0,0,0,0,0
"Achnanthidium.affine.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.148946019189,247.348861106214,0.22684,NA,13,5,10.416,10.416,0.001,0.001,0,1,0,0,0,0,0,0,0,0,1,0,0
"Achnanthidium.affine.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.808344978755,248.008260065781,0.1108,NA,13,4,11.075,11.075,0.001,0.001,0,1,0,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.affine.Mg+waterT+Zmax_m","Mg+waterT+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.88256747816,248.031670044842,0.42309,NA,17,7,11.149,11.098,0.001,0.001,0,1,0,0,0,1,0,0,0,1,0,0,0
"Achnanthidium.affine.bare_rock+Mg","bare_rock+Mg","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.894712365504,248.09462745253,0.14651,NA,13,5,11.161,11.161,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1
"Achnanthidium.affine.K+Mg+mix_event","K+Mg+mix_event","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.476506859623,248.625609426304,0.15581,NA,17,4,11.743,11.692,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Achnanthidium.affine.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.186002142803,249.385917229828,0.2112,NA,13,4,12.453,12.453,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.K+Mg+secchi_m","K+Mg+secchi_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.765773572463,249.914876139145,0.09141,NA,17,5,13.032,12.982,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.affine.K+Mg+waterT","K+Mg+waterT","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.834207477989,250.983310044671,0.1427,NA,17,5,14.101,14.05,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.Fe+wetland+Zmax_m","Fe+wetland+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",379.960214996116,389.109317562798,0.5795,NA,17.17,7,0,0,0.103,0.103,0,0,0,0,1,0,0,0,0,1,0,1,0
"Achnanthidium.minutissimum.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",380.136726186409,389.285828753091,0.41321,NA,17,6,0.177,0.177,0.095,0.094,1,0,0,0,1,0,0,0,0,0,0,1,0
"Achnanthidium.minutissimum.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",381.289787360111,390.438889926793,0.36263,NA,17,6,1.33,1.33,0.053,0.053,0,0,0,0,1,0,0,1,0,1,0,0,0
"Achnanthidium.minutissimum.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",381.299843672933,390.448946239614,0.57099,NA,17.21,7,1.34,1.34,0.053,0.053,0,1,0,0,0,0,0,0,0,1,0,1,0
