"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Achnanthidium.affine.erosion_prop+Fe+waterT","erosion_prop+Fe+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.056222549821,248.205325116503,0.37084,NA,17,7,13.009,12.958,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Achnanthidium.affine.erosion_prop+Fe+Mg","erosion_prop+Fe+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.108646890103,248.257749456785,0.37371,NA,17,7,13.061,13.01,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"Achnanthidium.affine.Mg+Si","Mg+Si","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.14649498039,248.346410067416,0.20485,NA,13,4,13.099,13.099,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.affine.Alkalinity+Si+waterT","Alkalinity+Si+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.176246102282,248.325348668963,0.2225,NA,17,6,13.129,13.078,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Achnanthidium.affine.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.19946003524,248.348562601921,0.22152,NA,17,8,13.152,13.101,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.222094558399,248.37119712508,0.23411,NA,17,5,13.175,13.124,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"Achnanthidium.affine.Ca+erosion_prop+Fe","Ca+erosion_prop+Fe","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.280629730969,248.429732297651,0.37588,NA,17,4,13.233,13.182,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"Achnanthidium.affine.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.763429327315,248.963344414341,0.21212,NA,13,5,13.716,13.716,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Achnanthidium.affine.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.834946745653,249.034861832679,0.21262,NA,13,5,13.787,13.787,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Achnanthidium.affine.erosion_prop+Mg+waterT","erosion_prop+Mg+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.094942910339,249.244045477021,0.37693,NA,17,6,14.047,13.997,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Achnanthidium.affine.Fe+lake_catch_ratio+Si","Fe+lake_catch_ratio+Si","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.11502473343,249.264127300112,0.25353,NA,17,7,14.068,14.017,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"Achnanthidium.affine.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.141535454317,249.290638020998,0.23064,NA,17,8,14.094,14.043,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Achnanthidium.affine.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.186002142803,249.385917229828,0.2112,NA,13,4,14.139,14.139,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Achnanthidium.affine.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.501739658061,249.650842224743,0.33343,NA,17,4,14.454,14.403,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Achnanthidium.affine.lake_catch_ratio+Mg+Si","lake_catch_ratio+Mg+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.578682498512,249.727785065194,0.27318,NA,17,6,14.531,14.48,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"Achnanthidium.affine.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.598714150534,249.747816717216,0.28864,NA,17,5,14.551,14.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Achnanthidium.affine.Fe+mix_event+Si","Fe+mix_event+Si","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",240.617561998758,249.76666456544,0.22511,NA,17,6,14.57,14.519,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Achnanthidium.affine.Mg+mix_event+Si","Mg+mix_event+Si","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.076107028338,250.22520959502,0.22612,NA,17,4,15.029,14.978,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Achnanthidium.affine.Altitude+Mg+Si","Altitude+Mg+Si","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.119034995854,250.268137562536,0.22253,NA,17,7,15.072,15.021,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Achnanthidium.affine.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.350158393486,250.499260960167,0.13116,NA,17,7,15.303,15.252,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Achnanthidium.affine.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.394837945433,250.543940512115,0.22936,NA,17,5,15.347,15.297,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Achnanthidium.affine.Fe+lake_catch_ratio+Mg","Fe+lake_catch_ratio+Mg","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.404261748092,250.553364314773,0.26907,NA,17,7,15.357,15.306,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Achnanthidium.affine.Altitude+Fe+Mg","Altitude+Fe+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.525267884261,250.674370450942,0.24149,NA,17,8,15.478,15.427,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Achnanthidium.affine.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.874298003321,251.023400570002,0.11502,NA,17,6,15.827,15.776,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Achnanthidium.affine.Fe+Mg+Si","Fe+Mg+Si","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.508253148369,251.657355715051,0.20309,NA,17,7,16.461,16.41,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Achnanthidium.affine.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.555118225075,251.704220791757,0.2016,NA,17,7,16.508,16.457,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Achnanthidium.affine.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.584653282995,251.733755849677,0.13113,NA,17,7,16.537,16.486,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.affine.Mg+Si+waterT","Mg+Si+waterT","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.139842386866,252.288944953548,0.20663,NA,17,6,17.092,17.042,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"Achnanthidium.affine.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.82235933202,252.971461898701,0.21479,NA,17,7,17.775,17.724,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Achnanthidium.minutissimum.Alkalinity+erosion_prop+SO4","Alkalinity+erosion_prop+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",365.409364299788,374.55846686647,0.31621,NA,17,2,0,0,0.186,0.186,0,0,1,1,0,0,0,1,0,0,0,0
"Achnanthidium.minutissimum.Alkalinity+SO4","Alkalinity+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",365.437771991722,374.637687078748,0.30281,NA,13,0,0.028,0.079,0.183,0.179,0,0,1,1,0,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.Alkalinity+Fe+SO4","Alkalinity+Fe+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",365.982048948387,375.131151515069,0.30308,NA,17,3,0.573,0.573,0.14,0.14,0,0,1,1,0,0,1,0,0,0,0,0
"Achnanthidium.minutissimum.Ca+erosion_prop+SO4","Ca+erosion_prop+SO4","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",367.75180082033,376.900903387012,0.41833,NA,17,3,2.342,2.342,0.058,0.058,1,0,1,0,0,0,0,1,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+lake_catch_ratio+SO4","erosion_prop+lake_catch_ratio+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",367.753468971423,376.902571538105,0.394,NA,17,5,2.344,2.344,0.058,0.058,0,0,1,0,0,0,0,1,0,1,0,0
"Achnanthidium.minutissimum.Ca+SO4","Ca+SO4","s(Ca, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",367.927784275046,377.127699362071,0.39132,NA,13,2,2.518,2.569,0.053,0.052,1,0,1,0,0,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",368.025266676524,377.22518176355,0.36748,NA,13,3,2.616,2.667,0.05,0.049,0,0,1,0,0,0,0,0,0,1,0,0
"Achnanthidium.minutissimum.Fe+lake_catch_ratio+SO4","Fe+lake_catch_ratio+SO4","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",368.127107021561,377.276209588242,0.37106,NA,17,6,2.718,2.718,0.048,0.048,0,0,1,0,0,0,1,0,0,1,0,0
"Achnanthidium.minutissimum.Ca+Fe+SO4","Ca+Fe+SO4","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",368.295669209997,377.444771776678,0.38777,NA,17,5,2.886,2.886,0.044,0.044,1,0,1,0,0,0,1,0,0,0,0,0
"Achnanthidium.minutissimum.lake_catch_ratio+Mg+SO4","lake_catch_ratio+Mg+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",368.514539985273,377.663642551955,0.36682,NA,17,5,3.105,3.105,0.039,0.039,0,1,1,0,0,0,0,0,0,1,0,0
"Achnanthidium.minutissimum.erosion_prop+Fe+SO4","erosion_prop+Fe+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",368.980441120468,378.12954368715,0.36476,NA,17.02,5,3.571,3.571,0.031,0.031,0,0,1,0,0,0,1,1,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+SO4","erosion_prop+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",369.426589053175,378.6265041402,0.35346,NA,13,2,4.017,4.068,0.025,0.024,0,0,1,0,0,0,0,1,0,0,0,0
"Achnanthidium.minutissimum.Fe+SO4","Fe+SO4","s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",369.946286459265,379.14620154629,0.33494,NA,13,3,4.537,4.588,0.019,0.019,0,0,1,0,0,0,1,0,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+Mg+SO4","erosion_prop+Mg+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",369.948448337158,379.09755090384,0.35374,NA,17,4,4.539,4.539,0.019,0.019,0,1,1,0,0,0,0,1,0,0,0,0
"Achnanthidium.minutissimum.Mg+SO4","Mg+SO4","s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",370.098398350794,379.29831343782,0.33676,NA,13,2,4.689,4.74,0.018,0.017,0,1,1,0,0,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.Fe+Mg+SO4","Fe+Mg+SO4","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",370.418071161825,379.567173728507,0.33472,NA,17,5,5.009,5.009,0.015,0.015,0,1,1,0,0,0,1,0,0,0,0,0
"Achnanthidium.minutissimum.SO4","SO4","s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",370.507017321937,378.829173500735,0.33791,NA,9,0,5.098,4.271,0.015,0.022,0,0,1,0,0,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+Fe+mix_event","erosion_prop+Fe+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",386.443169372121,395.592271938803,0.15794,NA,17.09,5,21.034,21.034,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"Achnanthidium.minutissimum.Mg+mix_event+Si","Mg+mix_event+Si","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",386.877487646906,396.026590213588,0.05289,NA,17,6,21.468,21.468,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Achnanthidium.minutissimum.Fe+mix_event+Si","Fe+mix_event+Si","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",386.976437545952,396.125540112634,0.06147,NA,17,7,21.567,21.567,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Achnanthidium.minutissimum.erosion_prop+Mg+mix_event","erosion_prop+Mg+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",387.409669200645,396.558771767327,0.05892,NA,17.19,7,22,22,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Achnanthidium.minutissimum.mix_event+Si","mix_event+Si","s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",387.514961619599,396.714876706625,0.06089,NA,13,4,22.106,22.156,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Achnanthidium.minutissimum.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",387.836306618174,396.985409184855,0.05873,NA,17,7,22.427,22.427,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Achnanthidium.minutissimum.erosion_prop+mix_event","erosion_prop+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",387.968997901865,397.16891298889,0.11824,NA,13.1,4,22.56,22.61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Achnanthidium.minutissimum.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",388.19984155968,397.399756646705,0.06077,NA,13,4,22.79,22.841,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Achnanthidium.minutissimum.erosion_prop+Fe+lake_catch_ratio","erosion_prop+Fe+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",388.26386644192,397.412969008602,0.02364,NA,17.09,6,22.855,22.855,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Achnanthidium.minutissimum.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",388.293671262767,397.493586349792,0.06299,NA,13,5,22.884,22.935,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Achnanthidium.minutissimum.Ca+erosion_prop+Fe","Ca+erosion_prop+Fe","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",388.577436929477,397.726539496158,0.15029,NA,17.03,5,23.168,23.168,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+Fe+secchi_m","erosion_prop+Fe+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",389.320578586824,398.469681153505,0.07668,NA,17.03,6,23.911,23.911,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Achnanthidium.minutissimum.Altitude+erosion_prop+Fe","Altitude+erosion_prop+Fe","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",389.427448296883,398.576550863565,0.01497,NA,17.02,6,24.018,24.018,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Achnanthidium.minutissimum.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",389.686515112797,398.008671291595,0.06685,NA,9,2,24.277,23.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Achnanthidium.minutissimum.Alkalinity+erosion_prop+Fe","Alkalinity+erosion_prop+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",389.776163166696,398.925265733378,0.03914,NA,17.03,4,24.367,24.367,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+Fe+Mg","erosion_prop+Fe+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",390.557026412783,399.706128979465,0.02051,NA,17.02,5,25.148,25.148,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"Achnanthidium.minutissimum.erosion_prop+Fe+waterT","erosion_prop+Fe+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",391.156528877794,400.305631444476,0.02171,NA,17.02,5,25.747,25.747,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Achnanthidium.minutissimum.erosion_prop+Fe","erosion_prop+Fe","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",391.729135549556,400.929050636582,0.01992,NA,13.02,3,26.32,26.371,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Achnanthidium.minutissimum.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",393.570492261966,402.719594828648,0.42934,NA,17,9,28.161,28.161,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Achnanthidium.minutissimum.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",393.761161629184,402.910264195865,0.38474,NA,17,7,28.352,28.352,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Achnanthidium.minutissimum.erosion_prop+lake_catch_ratio+Mg","erosion_prop+lake_catch_ratio+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",394.406736880992,403.555839447674,0.05089,NA,17.21,7,28.997,28.997,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Achnanthidium.minutissimum.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",394.511946543284,403.71186163031,0.05159,NA,13.21,5,29.103,29.153,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Achnanthidium.minutissimum.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",394.669389699389,403.818492266071,0.39982,NA,17,7,29.26,29.26,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"Achnanthidium.minutissimum.Ca+erosion_prop+waterT","Ca+erosion_prop+waterT","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",394.728013662939,403.877116229621,0.42877,NA,17,8,29.319,29.319,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Achnanthidium.minutissimum.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",395.036383834861,404.185486401543,0.39535,NA,17,6,29.627,29.627,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Achnanthidium.minutissimum.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",395.268986556842,404.418089123524,0.38634,NA,17,10,29.86,29.86,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Achnanthidium.minutissimum.Ca+erosion_prop","Ca+erosion_prop","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",395.348556143682,404.548471230708,0.42758,NA,13,7,29.939,29.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Achnanthidium.minutissimum.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",395.660131786685,404.86004687371,0.39111,NA,13,4,30.251,30.302,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Achnanthidium.minutissimum.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",396.396188238879,405.545290805561,0.39643,NA,17,8,30.987,30.987,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Achnanthidium.minutissimum.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",396.727866938848,405.927782025873,0.37956,NA,13,5,31.319,31.369,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Achnanthidium.minutissimum.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",397.071925491647,406.271840578673,0.3907,NA,13,6,31.663,31.713,0,0,1,0,0,0,0,0,1,0,0,0,0,0
